t(ticks) ; nlug ; id_viat ; observ
 3291810 ;    2 ;   11485 ; estacionamento
 3292110 ;    1 ;   11485 ; saida
 3292129 ;    2 ;   11483 ; estacionamento
 3292346 ;    3 ;   11464 ; estacionamento
 3292731 ;    2 ;   11464 ; saida
 3292762 ;    3 ;   11488 ; estacionamento
 3293189 ;    2 ;   11488 ; saida
 3293206 ;    3 ;   11486 ; estacionamento
 3293310 ;    2 ;   11478 ; saida
 3293358 ;    1 ;   11483 ; saida
 3293393 ;    2 ;   11482 ; estacionamento
 3293443 ;    1 ;   11486 ; saida
 3293507 ;    0 ;   11482 ; saida
 3293521 ;    1 ;   11484 ; estacionamento
 3293583 ;    0 ;   11484 ; saida
 3293598 ;    1 ;   11477 ; estacionamento
 3293899 ;    0 ;   11477 ; saida
 3293912 ;    1 ;   11461 ; estacionamento
 3294011 ;    0 ;   11461 ; saida
 3294025 ;    1 ;   11447 ; estacionamento
 3294285 ;    0 ;   11447 ; saida
 3294299 ;    1 ;   11452 ; estacionamento
 3294712 ;    2 ;   11490 ; estacionamento
 3294840 ;    1 ;   11490 ; saida
 3294866 ;    2 ;   11455 ; estacionamento
 3295041 ;    1 ;   11455 ; saida
 3295067 ;    2 ;   11444 ; estacionamento
 3295252 ;    3 ;   11446 ; estacionamento
 3295472 ;    2 ;   11446 ; saida
 3295498 ;    3 ;   11471 ; estacionamento
 3295568 ;    2 ;   11471 ; saida
 3295588 ;    3 ;   11473 ; estacionamento
 3295962 ;    2 ;   11473 ; saida
 3295995 ;    3 ;   11476 ; estacionamento
 3296363 ;    4 ;   11481 ; estacionamento
 3296797 ;    3 ;   11481 ; saida
 3296827 ;    2 ;   11452 ; saida
 3296855 ;    1 ;   11444 ; saida
 3296891 ;    0 ;   11476 ; saida
 3297620 ;    1 ;   11468 ; estacionamento
 3298045 ;    0 ;   11468 ; saida
 3298665 ;    1 ;   11534 ; estacionamento
 3299145 ;    0 ;   11534 ; saida
 3299245 ;    1 ;   11569 ; estacionamento
 3299691 ;    0 ;   11569 ; saida
 3299804 ;    1 ;   11619 ; estacionamento
 3300023 ;    0 ;   11619 ; saida
 3300066 ;    1 ;   11549 ; estacionamento
 3300138 ;    2 ;   11588 ; estacionamento
 3300442 ;    1 ;   11588 ; saida
 3300465 ;    2 ;   11597 ; estacionamento
 3300807 ;    1 ;   11597 ; saida
 3300828 ;    2 ;   11542 ; estacionamento
 3301135 ;    1 ;   11542 ; saida
 3301167 ;    0 ;   11549 ; saida
 3301182 ;    1 ;   11546 ; estacionamento
 3301542 ;    0 ;   11546 ; saida
 3301575 ;    1 ;   11558 ; estacionamento
 3301648 ;    0 ;   11558 ; saida
 3301708 ;    1 ;   11559 ; estacionamento
 3301898 ;    0 ;   11559 ; saida
 3301931 ;    1 ;   11562 ; estacionamento
 3302002 ;    0 ;   11562 ; saida
 3302046 ;    1 ;   11567 ; estacionamento
 3302351 ;    0 ;   11567 ; saida
 3302389 ;    1 ;   11571 ; estacionamento
 3302732 ;    0 ;   11571 ; saida
 3302802 ;    1 ;   11581 ; estacionamento
 3303143 ;    0 ;   11581 ; saida
 3303145 ;    1 ;   11583 ; estacionamento
 3303339 ;    2 ;   11499 ; estacionamento
 3303455 ;    1 ;   11583 ; saida
 3303484 ;    2 ;   11579 ; estacionamento
 3303553 ;    1 ;   11579 ; saida
 3303785 ;    0 ;   11499 ; saida
 3303803 ;    1 ;   11502 ; estacionamento
 3303978 ;    0 ;   11502 ; saida
 3303995 ;    1 ;   11503 ; estacionamento
 3304195 ;    2 ;   11505 ; estacionamento
 3304450 ;    1 ;   11505 ; saida
 3304467 ;    0 ;   11503 ; saida
 3304485 ;    1 ;   11507 ; estacionamento
 3304700 ;    0 ;   11507 ; saida
 3304719 ;    1 ;   11637 ; estacionamento
 3304982 ;    2 ;   11580 ; estacionamento
 3305207 ;    1 ;   11580 ; saida
 3305236 ;    2 ;   11598 ; estacionamento
 3305570 ;    1 ;   11598 ; saida
 3305587 ;    2 ;   11557 ; estacionamento
 3306003 ;    1 ;   11557 ; saida
 3306019 ;    2 ;   11602 ; estacionamento
 3306436 ;    1 ;   11602 ; saida
 3306456 ;    2 ;   11603 ; estacionamento
 3306717 ;    1 ;   11603 ; saida
 3306745 ;    2 ;   11605 ; estacionamento
 3306854 ;    1 ;   11605 ; saida
 3306890 ;    2 ;   11608 ; estacionamento
 3307964 ;    3 ;   11554 ; estacionamento
 3308427 ;    2 ;   11554 ; saida
 3308731 ;    3 ;   11572 ; estacionamento
 3309037 ;    2 ;   11572 ; saida
 3309104 ;    3 ;   11638 ; estacionamento
 3309192 ;    2 ;   11638 ; saida
 3309252 ;    3 ;   11660 ; estacionamento
 3309622 ;    2 ;   11660 ; saida
 3309670 ;    3 ;   11663 ; estacionamento
 3310066 ;    2 ;   11663 ; saida
 3310089 ;    3 ;   11664 ; estacionamento
 3310432 ;    2 ;   11664 ; saida
 3310458 ;    3 ;   11665 ; estacionamento
 3310842 ;    2 ;   11665 ; saida
 3310870 ;    3 ;   11689 ; estacionamento
 3311017 ;    2 ;   11689 ; saida
 3311039 ;    3 ;   11690 ; estacionamento
 3311363 ;    2 ;   11637 ; saida
 3311425 ;    1 ;   11608 ; saida
 3311449 ;    2 ;   11692 ; estacionamento
 3311772 ;    1 ;   11692 ; saida
 3311804 ;    2 ;   11699 ; estacionamento
 3312028 ;    1 ;   11699 ; saida
 3312116 ;    2 ;   11705 ; estacionamento
 3312325 ;    1 ;   11705 ; saida
 3312378 ;    2 ;   11669 ; estacionamento
 3312826 ;    1 ;   11669 ; saida
 3312870 ;    2 ;   11675 ; estacionamento
 3312986 ;    1 ;   11675 ; saida
 3313032 ;    2 ;   11676 ; estacionamento
 3313160 ;    1 ;   11690 ; saida
 3313399 ;    0 ;   11676 ; saida
 3313455 ;    1 ;   11678 ; estacionamento
 3313532 ;    0 ;   11678 ; saida
 3313585 ;    1 ;   11529 ; estacionamento
 3313627 ;    2 ;   11673 ; estacionamento
 3313877 ;    1 ;   11529 ; saida
 3313912 ;    2 ;   11524 ; estacionamento
 3314068 ;    1 ;   11673 ; saida
 3314099 ;    2 ;   11750 ; estacionamento
 3314142 ;    1 ;   11524 ; saida
 3314158 ;    2 ;   11533 ; estacionamento
 3314283 ;    1 ;   11533 ; saida
 3314300 ;    2 ;   11532 ; estacionamento
 3314440 ;    1 ;   11532 ; saida
 3314458 ;    2 ;   11456 ; estacionamento
 3314519 ;    1 ;   11456 ; saida
 3314533 ;    2 ;   11589 ; estacionamento
 3314631 ;    1 ;   11589 ; saida
 3314646 ;    2 ;   11592 ; estacionamento
 3314825 ;    1 ;   11592 ; saida
 3314843 ;    2 ;   11550 ; estacionamento
 3315141 ;    1 ;   11550 ; saida
 3315406 ;    2 ;   11756 ; estacionamento
 3315754 ;    1 ;   11756 ; saida
 3315768 ;    2 ;   11757 ; estacionamento
 3316109 ;    1 ;   11757 ; saida
 3316125 ;    2 ;   11543 ; estacionamento
 3316547 ;    1 ;   11543 ; saida
 3316570 ;    2 ;   11866 ; estacionamento
 3316752 ;    3 ;   11858 ; estacionamento
 3316832 ;    4 ;   11861 ; estacionamento
 3316935 ;    3 ;   11861 ; saida
 3316965 ;    4 ;   11773 ; estacionamento
 3317307 ;    3 ;   11773 ; saida
 3317329 ;    4 ;   11851 ; estacionamento
 3317549 ;    3 ;   11851 ; saida
 3317584 ;    4 ;   11758 ; estacionamento
 3317802 ;    3 ;   11758 ; saida
 3317831 ;    4 ;   11754 ; estacionamento
 3318263 ;    3 ;   11754 ; saida
 3318282 ;    4 ;   11520 ; estacionamento
 3318462 ;    5 ;   11753 ; estacionamento
 3318639 ;    4 ;   11520 ; saida
 3318677 ;    5 ;   11556 ; estacionamento
 3318874 ;    4 ;   11753 ; saida
 3318919 ;    3 ;   11556 ; saida
 3318986 ;    4 ;   11763 ; estacionamento
 3319067 ;    5 ;   11661 ; estacionamento
 3319395 ;    4 ;   11763 ; saida
 3319429 ;    5 ;   11767 ; estacionamento
 3319472 ;    4 ;   11661 ; saida
 3319513 ;    5 ;   11633 ; estacionamento
 3319751 ;    4 ;   11767 ; saida
 3319776 ;    5 ;   11552 ; estacionamento
 3319875 ;    4 ;   11633 ; saida
 3319910 ;    5 ;   11564 ; estacionamento
 3320150 ;    4 ;   11564 ; saida
 3320181 ;    5 ;   11568 ; estacionamento
 3320222 ;    6 ;   11570 ; estacionamento
 3320350 ;    5 ;   11570 ; saida
 3320380 ;    6 ;   11721 ; estacionamento
 3320475 ;    5 ;   11568 ; saida
 3320514 ;    4 ;   11750 ; saida
 3320564 ;    5 ;   11506 ; estacionamento
 3320820 ;    4 ;   11721 ; saida
 3320884 ;    5 ;   11725 ; estacionamento
 3321010 ;    6 ;   11727 ; estacionamento
 3321085 ;    7 ;   11600 ; estacionamento
 3321242 ;    8 ;   11720 ; estacionamento
 3321317 ;    7 ;   11720 ; saida
 3321337 ;    8 ;   11729 ; estacionamento
 3321407 ;    7 ;   11729 ; saida
 3321424 ;    8 ;   11607 ; estacionamento
 3321493 ;    7 ;   11607 ; saida
 3321507 ;    8 ;   11730 ; estacionamento
 3321730 ;    7 ;   11730 ; saida
 3321746 ;    8 ;   11855 ; estacionamento
 3321847 ;    7 ;   11855 ; saida
 3321859 ;    8 ;   11734 ; estacionamento
 3322096 ;    9 ;   11772 ; estacionamento
 3322198 ;   10 ;   11609 ; estacionamento
 3322457 ;   10 ;   11736 ; cheio
 3322501 ;   10 ;   11717 ; cheio
 3322540 ;   10 ;   11817 ; cheio
 3322614 ;   10 ;   11799 ; cheio
 3322631 ;    9 ;   11725 ; saida
 3322671 ;   10 ;   11781 ; estacionamento
 3322723 ;    9 ;   11600 ; saida
 3322778 ;    8 ;   11734 ; saida
 3322840 ;    7 ;   11609 ; saida
 3322889 ;    8 ;   11614 ; estacionamento
 3322934 ;    9 ;   11504 ; estacionamento
 3323030 ;    8 ;   11614 ; saida
 3323058 ;    9 ;   11785 ; estacionamento
 3323119 ;   10 ;   11787 ; estacionamento
 3323310 ;    9 ;   11504 ; saida
 3323429 ;    8 ;   11787 ; saida
 3323445 ;    9 ;   11807 ; estacionamento
 3323577 ;   10 ;   11616 ; estacionamento
 3323679 ;    9 ;   11807 ; saida
 3323713 ;    8 ;   11785 ; saida
 3323748 ;    7 ;   11616 ; saida
 3323768 ;    8 ;   11809 ; estacionamento
 3323805 ;    9 ;   11847 ; estacionamento
 3324144 ;    8 ;   11847 ; saida
 3324164 ;    7 ;   11809 ; saida
 3324178 ;    8 ;   11792 ; estacionamento
 3324396 ;    7 ;   11792 ; saida
 3324411 ;    8 ;   11812 ; estacionamento
 3324617 ;    7 ;   11812 ; saida
 3324666 ;    8 ;   11618 ; estacionamento
 3324931 ;    7 ;   11618 ; saida
 3324972 ;    8 ;   11743 ; estacionamento
 3325221 ;    7 ;   11743 ; saida
 3325245 ;    8 ;   11815 ; estacionamento
 3325347 ;    7 ;   11815 ; saida
 3325362 ;    8 ;   11816 ; estacionamento
 3325438 ;    7 ;   11816 ; saida
 3325453 ;    8 ;   11620 ; estacionamento
 3325834 ;    7 ;   11620 ; saida
 3325858 ;    8 ;   11621 ; estacionamento
 3326157 ;    9 ;   11628 ; estacionamento
 3326384 ;   10 ;   11514 ; estacionamento
 3326609 ;    9 ;   11514 ; saida
 3326634 ;   10 ;   11518 ; estacionamento
 3327018 ;    9 ;   11518 ; saida
 3327036 ;    8 ;   11552 ; saida
 3327056 ;    9 ;   11768 ; estacionamento
 3327317 ;    8 ;   11768 ; saida
 3327334 ;    9 ;   11723 ; estacionamento
 3327678 ;    8 ;   11723 ; saida
 3327696 ;    7 ;   11628 ; saida
 3327763 ;    6 ;   11621 ; saida
 3332323 ;    5 ;   11506 ; saida
 3332707 ;    6 ;   11840 ; estacionamento
 3332946 ;    7 ;   11527 ; estacionamento
 3333252 ;    6 ;   11527 ; saida
 3333281 ;    5 ;   11840 ; saida
 3333374 ;    6 ;   11509 ; estacionamento
 3333558 ;    5 ;   11866 ; saida
 3333627 ;    6 ;   11613 ; estacionamento
 3333770 ;    5 ;   11509 ; saida
 3333957 ;    4 ;   11613 ; saida
 3333974 ;    3 ;   11727 ; saida
 3333995 ;    2 ;   11772 ; saida
 3334013 ;    1 ;   11781 ; saida
 3334032 ;    2 ;   11831 ; estacionamento
 3334093 ;    1 ;   11831 ; saida
 3334106 ;    2 ;   11617 ; estacionamento
 3334410 ;    1 ;   11617 ; saida
 3334426 ;    0 ;   11858 ; saida
 3334454 ;    1 ;   11510 ; estacionamento
 3334556 ;    0 ;   11510 ; saida
 3334573 ;    1 ;   11515 ; estacionamento
 3334702 ;    2 ;   11516 ; estacionamento
 3334990 ;    1 ;   11516 ; saida
 3335037 ;    2 ;   11525 ; estacionamento
 3335123 ;    1 ;   11525 ; saida
 3335156 ;    2 ;   11494 ; estacionamento
 3335430 ;    1 ;   11494 ; saida
 3335451 ;    2 ;   11496 ; estacionamento
 3335793 ;    1 ;   11496 ; saida
 3335815 ;    2 ;   11501 ; estacionamento
 3336039 ;    1 ;   11501 ; saida
 3336060 ;    2 ;   11465 ; estacionamento
 3336484 ;    1 ;   11465 ; saida
 3336508 ;    2 ;   11466 ; estacionamento
 3336692 ;    1 ;   11466 ; saida
 3336713 ;    0 ;   11515 ; saida
 3336732 ;    1 ;   11860 ; estacionamento
 3336907 ;    0 ;   11860 ; saida
 3336928 ;    1 ;   11871 ; estacionamento
 3337110 ;    0 ;   11871 ; saida
 3337129 ;    1 ;   11880 ; estacionamento
 3337195 ;    0 ;   11880 ; saida
 3337214 ;    1 ;   11890 ; estacionamento
 3337274 ;    0 ;   11890 ; saida
 3337291 ;    1 ;   11894 ; estacionamento
 3337513 ;    0 ;   11894 ; saida
 3337531 ;    1 ;   11813 ; estacionamento
 3337594 ;    0 ;   11813 ; saida
 3337612 ;    1 ;   11852 ; estacionamento
 3337996 ;    0 ;   11852 ; saida
 3338017 ;    1 ;   11856 ; estacionamento
 3338202 ;    0 ;   11856 ; saida
 3338220 ;    1 ;   11841 ; estacionamento
 3338362 ;    0 ;   11841 ; saida
 3338384 ;    1 ;   11842 ; estacionamento
 3338648 ;    0 ;   11842 ; saida
 3338666 ;    1 ;   11850 ; estacionamento
 3339090 ;    0 ;   11850 ; saida
 3339112 ;    1 ;   11793 ; estacionamento
 3339537 ;    0 ;   11793 ; saida
 3339980 ;    1 ;   11833 ; estacionamento
 3340194 ;    0 ;   11833 ; saida
 3340294 ;    1 ;   11752 ; estacionamento
 3340766 ;    0 ;   11752 ; saida
 3340828 ;    1 ;   11828 ; estacionamento
 3340875 ;    2 ;   11460 ; estacionamento
 3341091 ;    1 ;   11460 ; saida
 3341131 ;    2 ;   11521 ; estacionamento
 3341234 ;    1 ;   11828 ; saida
 3341283 ;    2 ;   11802 ; estacionamento
 3341426 ;    1 ;   11521 ; saida
 3341468 ;    2 ;   11530 ; estacionamento
 3341678 ;    1 ;   11530 ; saida
 3341719 ;    2 ;   11536 ; estacionamento
 3341759 ;    3 ;   11747 ; estacionamento
 3341928 ;    2 ;   11536 ; saida
 3341965 ;    3 ;   11537 ; estacionamento
 3342206 ;    2 ;   11747 ; saida
 3342247 ;    3 ;   11761 ; estacionamento
 3342404 ;    2 ;   11537 ; saida
 3342442 ;    3 ;   11531 ; estacionamento
 3342536 ;    2 ;   11761 ; saida
 3342580 ;    3 ;   11719 ; estacionamento
 3342774 ;    2 ;   11531 ; saida
 3342882 ;    1 ;   11719 ; saida
 3342921 ;    2 ;   11780 ; estacionamento
 3343360 ;    1 ;   11780 ; saida
 3343384 ;    2 ;   11786 ; estacionamento
 3343811 ;    1 ;   11786 ; saida
 3343851 ;    2 ;   11700 ; estacionamento
 3343949 ;    1 ;   11700 ; saida
 3344006 ;    2 ;   11707 ; estacionamento
 3344302 ;    1 ;   11707 ; saida
 3344332 ;    2 ;   11708 ; estacionamento
 3344691 ;    1 ;   11708 ; saida
 3344715 ;    2 ;   11668 ; estacionamento
 3345061 ;    1 ;   11668 ; saida
 3345081 ;    2 ;   11674 ; estacionamento
 3345429 ;    1 ;   11674 ; saida
 3345450 ;    2 ;   11737 ; estacionamento
 3345676 ;    1 ;   11737 ; saida
 3345696 ;    2 ;   11739 ; estacionamento
 3345919 ;    1 ;   11739 ; saida
 3345937 ;    2 ;   11771 ; estacionamento
 3346280 ;    1 ;   11771 ; saida
 3346299 ;    2 ;   11724 ; estacionamento
 3346642 ;    1 ;   11724 ; saida
 3346662 ;    2 ;   11718 ; estacionamento
 3346845 ;    1 ;   11718 ; saida
 3346867 ;    2 ;   11788 ; estacionamento
 3347050 ;    1 ;   11788 ; saida
 3347069 ;    2 ;   11836 ; estacionamento
 3347292 ;    1 ;   11836 ; saida
 3347311 ;    2 ;   11839 ; estacionamento
 3347656 ;    1 ;   11839 ; saida
 3347677 ;    2 ;   11701 ; estacionamento
 3348103 ;    1 ;   11701 ; saida
 3348127 ;    2 ;   11806 ; estacionamento
 3348312 ;    1 ;   11806 ; saida
 3348331 ;    2 ;   11686 ; estacionamento
 3348476 ;    1 ;   11686 ; saida
 3348496 ;    2 ;   11714 ; estacionamento
 3348796 ;    1 ;   11714 ; saida
 3348816 ;    2 ;   11731 ; estacionamento
 3348999 ;    1 ;   11731 ; saida
 3349019 ;    2 ;   11656 ; estacionamento
 3349182 ;    1 ;   11656 ; saida
 3349209 ;    2 ;   11766 ; estacionamento
 3349368 ;    1 ;   11766 ; saida
 3349396 ;    2 ;   11657 ; estacionamento
 3349832 ;    1 ;   11657 ; saida
 3350143 ;    2 ;   11650 ; estacionamento
 3350178 ;    3 ;   11648 ; estacionamento
 3350356 ;    2 ;   11648 ; saida
 3350381 ;    3 ;   11685 ; estacionamento
 3350549 ;    2 ;   11685 ; saida
 3350575 ;    3 ;   11691 ; estacionamento
 3351011 ;    2 ;   11691 ; saida
 3351028 ;    3 ;   11711 ; estacionamento
 3351372 ;    2 ;   11711 ; saida
 3351389 ;    3 ;   11670 ; estacionamento
 3351735 ;    2 ;   11670 ; saida
 3351753 ;    3 ;   11677 ; estacionamento
 3352098 ;    2 ;   11677 ; saida
 3352115 ;    3 ;   11741 ; estacionamento
 3352263 ;    2 ;   11741 ; saida
 3352280 ;    3 ;   11742 ; estacionamento
 3352664 ;    2 ;   11742 ; saida
 3352683 ;    3 ;   11755 ; estacionamento
 3352788 ;    2 ;   11755 ; saida
 3352804 ;    3 ;   11760 ; estacionamento
 3352870 ;    2 ;   11760 ; saida
 3352886 ;    3 ;   11716 ; estacionamento
 3352952 ;    2 ;   11716 ; saida
 3352968 ;    3 ;   11798 ; estacionamento
 3353311 ;    2 ;   11798 ; saida
 3353327 ;    3 ;   11804 ; estacionamento
 3353433 ;    2 ;   11804 ; saida
 3353450 ;    3 ;   11838 ; estacionamento
 3353556 ;    2 ;   11838 ; saida
 3353570 ;    3 ;   11629 ; estacionamento
 3353914 ;    2 ;   11629 ; saida
 3353929 ;    3 ;   11791 ; estacionamento
 3354116 ;    2 ;   11791 ; saida
 3354132 ;    3 ;   11672 ; estacionamento
 3354237 ;    2 ;   11672 ; saida
 3354254 ;    3 ;   11722 ; estacionamento
 3354559 ;    2 ;   11722 ; saida
 3354829 ;    1 ;   11650 ; saida
 3354864 ;    0 ;   11802 ; saida
 3354894 ;    1 ;   11654 ; estacionamento
 3355175 ;    0 ;   11654 ; saida
 3355413 ;    1 ;   11652 ; estacionamento
 3355627 ;    0 ;   11652 ; saida
 3355679 ;    1 ;   11639 ; estacionamento
 3355770 ;    0 ;   11639 ; saida
 3357037 ;    1 ;   11896 ; estacionamento
 3357137 ;    2 ;   11955 ; estacionamento
 3357265 ;    1 ;   11955 ; saida
 3357288 ;    2 ;   11943 ; estacionamento
 3357592 ;    1 ;   11943 ; saida
 3357607 ;    2 ;   11950 ; estacionamento
 3357910 ;    1 ;   11950 ; saida
 3357931 ;    2 ;   11865 ; estacionamento
 3358113 ;    1 ;   11865 ; saida
 3358131 ;    2 ;   11870 ; estacionamento
 3358191 ;    1 ;   11870 ; saida
 3358208 ;    2 ;   11914 ; estacionamento
 3358466 ;    3 ;   11925 ; estacionamento
 3358521 ;    2 ;   11914 ; saida
 3358790 ;    1 ;   11925 ; saida
 3358810 ;    2 ;   11883 ; estacionamento
 3359109 ;    1 ;   11883 ; saida
 3359128 ;    2 ;   11928 ; estacionamento
 3359266 ;    1 ;   11928 ; saida
 3359284 ;    2 ;   11924 ; estacionamento
 3359706 ;    1 ;   11924 ; saida
 3359749 ;    2 ;   11903 ; estacionamento
 3359890 ;    1 ;   11903 ; saida
 3359909 ;    2 ;   11907 ; estacionamento
 3360261 ;    1 ;   11907 ; saida
 3360281 ;    2 ;   11916 ; estacionamento
 3360421 ;    1 ;   11916 ; saida
 3360439 ;    2 ;   11917 ; estacionamento
 3360539 ;    1 ;   11917 ; saida
 3360557 ;    2 ;   11898 ; estacionamento
 3360944 ;    1 ;   11898 ; saida
 3360970 ;    2 ;   11891 ; estacionamento
 3361238 ;    3 ;   11874 ; estacionamento
 3361315 ;    2 ;   11891 ; saida
 3361353 ;    3 ;   11877 ; estacionamento
 3361553 ;    2 ;   11877 ; saida
 3361589 ;    3 ;   11888 ; estacionamento
 3361697 ;    2 ;   11874 ; saida
 3361739 ;    3 ;   11875 ; estacionamento
 3361869 ;    2 ;   11888 ; saida
 3362136 ;    1 ;   11875 ; saida
 3362206 ;    0 ;   11896 ; saida
 3362255 ;    1 ;   11942 ; estacionamento
 3362337 ;    0 ;   11942 ; saida
 3362571 ;    1 ;   11962 ; estacionamento
 3362740 ;    0 ;   11962 ; saida
 3362795 ;    1 ;   11961 ; estacionamento
 3363120 ;    0 ;   11961 ; saida
 3363147 ;    1 ;   11965 ; estacionamento
 3363290 ;    0 ;   11965 ; saida
 3363310 ;    1 ;   11967 ; estacionamento
 3363490 ;    2 ;   11964 ; estacionamento
 3363581 ;    1 ;   11967 ; saida
 3363698 ;    0 ;   11964 ; saida
 3363720 ;    1 ;   11972 ; estacionamento
 3363823 ;    0 ;   11972 ; saida
 3363951 ;    1 ;   11973 ; estacionamento
 3373807 ;    2 ;   11900 ; estacionamento
 3373890 ;    1 ;   11973 ; saida
 3374234 ;    0 ;   11900 ; saida
 3374309 ;    1 ;   11927 ; estacionamento
 3374524 ;    0 ;   11927 ; saida
 3374581 ;    1 ;   11887 ; estacionamento
 3374795 ;    0 ;   11887 ; saida
 3374821 ;    1 ;   11864 ; estacionamento
 3374899 ;    0 ;   11864 ; saida
 3374919 ;    1 ;   11945 ; estacionamento
 3374988 ;    0 ;   11945 ; saida
 3375007 ;    1 ;   11946 ; estacionamento
 3375355 ;    0 ;   11946 ; saida
 3375374 ;    1 ;   11909 ; estacionamento
 3375518 ;    0 ;   11909 ; saida
 3375537 ;    1 ;   11949 ; estacionamento
 3375920 ;    0 ;   11949 ; saida
 3375942 ;    1 ;   11952 ; estacionamento
 3376331 ;    0 ;   11952 ; saida
 3376351 ;    1 ;   11905 ; estacionamento
 3376494 ;    0 ;   11905 ; saida
 3376513 ;    1 ;   11912 ; estacionamento
 3376867 ;    0 ;   11912 ; saida
 3376886 ;    1 ;   11918 ; estacionamento
 3377033 ;    0 ;   11918 ; saida
 3377051 ;    1 ;   11919 ; estacionamento
 3377315 ;    0 ;   11919 ; saida
 3377336 ;    1 ;   11922 ; estacionamento
 3377560 ;    0 ;   11922 ; saida
 3377580 ;    1 ;   11921 ; estacionamento
 3377808 ;    0 ;   11921 ; saida
 3377827 ;    1 ;   11936 ; estacionamento
 3378034 ;    2 ;   11956 ; estacionamento
 3378429 ;    1 ;   11956 ; saida
 3378453 ;    2 ;   11990 ; estacionamento
 3378594 ;    1 ;   11990 ; saida
 3378613 ;    2 ;   11993 ; estacionamento
 3378797 ;    1 ;   11993 ; saida
 3378815 ;    2 ;   11987 ; estacionamento
 3379038 ;    3 ;   12003 ; estacionamento
 3379258 ;    2 ;   12003 ; saida
 3379291 ;    3 ;   12012 ; estacionamento
 3379376 ;    2 ;   12012 ; saida
 3379409 ;    3 ;   11934 ; estacionamento
 3379565 ;    2 ;   11934 ; saida
 3379590 ;    3 ;   11930 ; estacionamento
 3379745 ;    2 ;   11930 ; saida
 3379765 ;    3 ;   12000 ; estacionamento
 3379836 ;    2 ;   12000 ; saida
 3379855 ;    3 ;   12016 ; estacionamento
 3379999 ;    2 ;   12016 ; saida
 3380020 ;    3 ;   12019 ; estacionamento
 3380204 ;    2 ;   12019 ; saida
 3380226 ;    3 ;   12023 ; estacionamento
 3380354 ;    4 ;   12026 ; estacionamento
 3380763 ;    3 ;   12026 ; saida
 3380794 ;    4 ;   12034 ; estacionamento
 3381103 ;    3 ;   12034 ; saida
 3381125 ;    4 ;   12036 ; estacionamento
 3381346 ;    3 ;   12036 ; saida
 3381366 ;    4 ;   12037 ; estacionamento
 3381631 ;    3 ;   12037 ; saida
 3381653 ;    4 ;   12040 ; estacionamento
 3381757 ;    3 ;   12040 ; saida
 3381775 ;    4 ;   12041 ; estacionamento
 3381837 ;    3 ;   12041 ; saida
 3381856 ;    4 ;   12042 ; estacionamento
 3382041 ;    3 ;   12042 ; saida
 3382061 ;    4 ;   12044 ; estacionamento
 3382248 ;    3 ;   12044 ; saida
 3382266 ;    4 ;   12046 ; estacionamento
 3382362 ;    5 ;   12049 ; estacionamento
 3382555 ;    4 ;   12049 ; saida
 3382591 ;    5 ;   12050 ; estacionamento
 3382944 ;    4 ;   12050 ; saida
 3382972 ;    5 ;   12032 ; estacionamento
 3383197 ;    4 ;   12032 ; saida
 3383216 ;    5 ;   12073 ; estacionamento
 3383359 ;    4 ;   12073 ; saida
 3383380 ;    5 ;   12072 ; estacionamento
 3383485 ;    4 ;   12072 ; saida
 3383503 ;    5 ;   12057 ; estacionamento
 3383606 ;    4 ;   12057 ; saida
 3383627 ;    5 ;   12060 ; estacionamento
 3384011 ;    4 ;   12060 ; saida
 3384032 ;    5 ;   12069 ; estacionamento
 3384417 ;    4 ;   12069 ; saida
 3384437 ;    5 ;   12068 ; estacionamento
 3384619 ;    4 ;   12068 ; saida
 3384684 ;    5 ;   12087 ; estacionamento
 3385545 ;    4 ;   12087 ; saida
 3385581 ;    5 ;   12092 ; estacionamento
 3385612 ;    6 ;   12094 ; estacionamento
 3386370 ;    5 ;   12092 ; saida
 3386418 ;    4 ;   11936 ; saida
 3386444 ;    3 ;   12023 ; saida
 3386504 ;    2 ;   12046 ; saida
 3386543 ;    1 ;   11987 ; saida
 3386581 ;    2 ;   11926 ; estacionamento
 3387025 ;    1 ;   11926 ; saida
 3387058 ;    0 ;   12094 ; saida
 3387081 ;    1 ;   11892 ; estacionamento
 3387829 ;    0 ;   11892 ; saida
 3389132 ;    1 ;   11538 ; estacionamento
 3389210 ;    2 ;   11594 ; estacionamento
 3389441 ;    1 ;   11594 ; saida
 3389474 ;    2 ;   11901 ; estacionamento
 3389569 ;    1 ;   11538 ; saida
 3389874 ;    0 ;   11901 ; saida
 3389890 ;    1 ;   11884 ; estacionamento
 3390540 ;    2 ;   11885 ; estacionamento
 3390989 ;    1 ;   11885 ; saida
 3391064 ;    0 ;   11884 ; saida
 3391126 ;    1 ;   11595 ; estacionamento
 3391415 ;    0 ;   11595 ; saida
 3391436 ;    1 ;   11591 ; estacionamento
 3391778 ;    0 ;   11591 ; saida
 3391797 ;    1 ;   11590 ; estacionamento
 3392017 ;    0 ;   11590 ; saida
 3392035 ;    1 ;   11586 ; estacionamento
 3392097 ;    0 ;   11586 ; saida
 3397913 ;    1 ;   12031 ; estacionamento
 3398193 ;    0 ;   12031 ; saida
 3398756 ;    1 ;   12007 ; estacionamento
 3398923 ;    0 ;   12007 ; saida
 3398979 ;    1 ;   12010 ; estacionamento
 3399404 ;    0 ;   12010 ; saida
