t(ticks) ; id_viat ; destin ; t_estacion ; t_vida ; observ
 4226320 ;   19786 ;    N   ;        400 ;      ? ; entrada
 4226344 ;   19786 ;    N   ;        400 ;  31271 ; saida
 4226365 ;   19779 ;    N   ;        320 ;      ? ; entrada
 4226399 ;   19799 ;    E   ;        240 ;      ? ; entrada
 4226419 ;   19937 ;    O   ;        120 ;      ? ; entrada
 4226444 ;   19937 ;    O   ;        120 ;   9733 ; saida
 4226512 ;   19776 ;    N   ;        240 ;      ? ; cheio!
 4226527 ;   19771 ;    N   ;         40 ;      ? ; cheio!
 4226595 ;   19830 ;    O   ;        240 ;      ? ; cheio!
 4226621 ;   19783 ;    E   ;        240 ;      ? ; cheio!
 4226642 ;   19838 ;    O   ;        280 ;      ? ; entrada
 4226670 ;   19756 ;    N   ;        360 ;      ? ; cheio!
 4226692 ;   19705 ;    E   ;         80 ;      ? ; cheio!
 4226713 ;   19832 ;    O   ;         80 ;      ? ; entrada
 4226728 ;   19832 ;    O   ;         80 ;  28541 ; saida
 4226754 ;   19728 ;    E   ;        240 ;  47954 ; saida
 4226389 ;   19779 ;    N   ;        320 ;  30913 ; saida
 4226795 ;   19838 ;    O   ;        280 ;  28391 ; saida
 4226852 ;   19817 ;    N   ;        160 ;      ? ; entrada
 4226861 ;   19760 ;    N   ;        200 ;  42299 ; saida
 4226883 ;   19817 ;    N   ;        160 ;  30239 ; saida
 4226823 ;   19898 ;    O   ;        160 ;      ? ; entrada
 4226939 ;   19898 ;    O   ;        160 ;   8676 ; saida
 4226994 ;   19860 ;    O   ;        240 ;      ? ; entrada
 4227025 ;   19860 ;    O   ;        240 ;  17829 ; saida
 4227059 ;   19867 ;    O   ;         80 ;      ? ; entrada
 4227082 ;   19867 ;    O   ;         80 ;  16998 ; saida
 4227107 ;   19888 ;    O   ;        360 ;      ? ; entrada
 4227128 ;   19888 ;    O   ;        360 ;  14899 ; saida
 4227151 ;   19889 ;    O   ;         80 ;      ? ; entrada
 4227171 ;   19889 ;    O   ;         80 ;  14586 ; saida
 4227193 ;   19733 ;    N   ;        360 ;      ? ; cheio!
 4227216 ;   19738 ;    N   ;        200 ;      ? ; cheio!
 4227238 ;   19943 ;    O   ;        280 ;      ? ; cheio!
 4227267 ;   19947 ;    S   ;        400 ;  10036 ; saida
 4227288 ;   19589 ;    E   ;        400 ;      ? ; entrada
 4227303 ;   19589 ;    E   ;        400 ;  61715 ; saida
 4227331 ;   19859 ;    O   ;        360 ;  18653 ; saida
 4227349 ;   19749 ;    E   ;         40 ;  34775 ; saida
 4220012 ;   19723 ;    S   ;        280 ;      ? ; entrada
 4227377 ;   19723 ;    S   ;        280 ;  45046 ; saida
 4228085 ;   19939 ;    S   ;        240 ;      ? ; entrada
 4228176 ;   19939 ;    S   ;        240 ;  11439 ; saida
 4228274 ;   19940 ;    O   ;         80 ;      ? ; entrada
 4228309 ;   19913 ;    S   ;        360 ;      ? ; entrada
 4228342 ;   19913 ;    S   ;        360 ;  13975 ; saida
 4228540 ;   19839 ;    O   ;        200 ;      ? ; entrada
 4228729 ;   19930 ;    O   ;        240 ;      ? ; entrada
 4228774 ;   19750 ;    E   ;        200 ;      ? ; entrada
 4228805 ;   19930 ;    O   ;        240 ;  12806 ; saida
 4228870 ;   19747 ;    E   ;        360 ;      ? ; entrada
 4228888 ;   19822 ;    N   ;        240 ;      ? ; entrada
 4228977 ;   19839 ;    O   ;        200 ;  30413 ; saida
 4229017 ;   19923 ;    O   ;        120 ;  13455 ; saida
 4229084 ;   19934 ;    S   ;        200 ;      ? ; entrada
 4229187 ;   19940 ;    O   ;         80 ;  12230 ; saida
 4229222 ;   19934 ;    S   ;        200 ;  12873 ; saida
 4229261 ;   19895 ;    O   ;         40 ;      ? ; entrada
 4229323 ;   19769 ;    E   ;        360 ;      ? ; entrada
 4229347 ;   19822 ;    N   ;        240 ;  32204 ; saida
 4229363 ;   19750 ;    E   ;        200 ;  45536 ; saida
 4229504 ;   19875 ;    O   ;        360 ;  16684 ; saida
 4229545 ;   19606 ;    E   ;        240 ;  66344 ; saida
 4229558 ;   19768 ;    N   ;         80 ;      ? ; entrada
 4229610 ;   19769 ;    E   ;        360 ;  41608 ; saida
 4229657 ;   19788 ;    N   ;        200 ;      ? ; cheio!
 4229707 ;   19787 ;    N   ;        120 ;      ? ; entrada
 4229725 ;   19787 ;    N   ;        120 ;  34334 ; saida
 4229772 ;   19773 ;    N   ;        360 ;  42597 ; saida
 4229818 ;   19747 ;    E   ;        360 ;  46293 ; saida
 4229870 ;   19714 ;    E   ;        240 ;  47301 ; saida
 4229918 ;   19768 ;    N   ;         80 ;  42669 ; saida
 4229965 ;   19895 ;    O   ;         40 ;   8377 ; saida
 4230052 ;   19799 ;    E   ;        240 ;  39874 ; saida
 4232344 ;   19785 ;    E   ;         80 ;      ? ; entrada
 4232368 ;   19785 ;    E   ;         80 ;  37017 ; saida
 4232740 ;   19824 ;    E   ;        320 ;      ? ; entrada
 4232774 ;   19824 ;    E   ;        320 ;  35513 ; saida
 4233341 ;   19810 ;    E   ;        400 ;      ? ; entrada
 4233368 ;   19856 ;    E   ;        160 ;      ? ; entrada
 4233389 ;   19856 ;    E   ;        160 ;  24578 ; saida
 4233489 ;   19812 ;    E   ;        400 ;      ? ; entrada
 4233512 ;   19812 ;    E   ;        400 ;  38177 ; saida
 4234398 ;   19862 ;    E   ;        280 ;      ? ; entrada
 4234425 ;   19845 ;    E   ;        280 ;      ? ; entrada
 4234446 ;   19845 ;    E   ;        280 ;  35360 ; saida
 4234689 ;   19835 ;    E   ;        160 ;      ? ; entrada
 4234771 ;   19866 ;    E   ;         80 ;      ? ; entrada
 4234803 ;   19866 ;    E   ;         80 ;  24840 ; saida
 4234833 ;   19846 ;    E   ;        120 ;      ? ; entrada
 4234858 ;   19842 ;    E   ;        280 ;      ? ; entrada
 4234890 ;   19842 ;    E   ;        280 ;  36145 ; saida
 4235046 ;   19846 ;    E   ;        120 ;  28146 ; saida
 4235088 ;   19828 ;    E   ;        360 ;      ? ; entrada
 4235325 ;   19810 ;    E   ;        400 ;  40031 ; saida
 4235560 ;   19862 ;    E   ;        280 ;  26193 ; saida
 4235679 ;   19855 ;    E   ;        360 ;      ? ; entrada
 4235710 ;   19855 ;    E   ;        360 ;  27172 ; saida
 4235716 ;   19818 ;    E   ;        280 ;      ? ; entrada
 4235762 ;   19818 ;    E   ;        280 ;  39145 ; saida
 4235849 ;   19828 ;    E   ;        360 ;  38278 ; saida
 4235899 ;   19823 ;    E   ;        320 ;      ? ; entrada
 4235936 ;   19823 ;    E   ;        320 ;  38836 ; saida
 4235968 ;   19829 ;    E   ;         40 ;      ? ; entrada
 4236004 ;   19829 ;    E   ;         40 ;  38053 ; saida
 4236052 ;   19851 ;    E   ;        120 ;      ? ; entrada
 4236092 ;   19851 ;    E   ;        120 ;  27710 ; saida
 4236119 ;   19821 ;    E   ;         80 ;      ? ; entrada
 4236155 ;   19821 ;    E   ;         80 ;  39076 ; saida
 4236200 ;   19854 ;    E   ;        160 ;      ? ; entrada
 4236237 ;   19854 ;    E   ;        160 ;  27571 ; saida
 4236270 ;   19834 ;    E   ;         40 ;      ? ; entrada
 4236307 ;   19834 ;    E   ;         40 ;  26305 ; saida
 4236336 ;   19827 ;    E   ;        160 ;      ? ; entrada
 4236370 ;   19827 ;    E   ;        160 ;  38729 ; saida
 4236433 ;   19841 ;    E   ;        400 ;      ? ; entrada
 4237060 ;   19841 ;    E   ;        400 ;  38521 ; saida
 4237217 ;   19835 ;    E   ;        160 ;  38903 ; saida
 4237499 ;   19836 ;    N   ;        360 ;      ? ; entrada
 4237938 ;   19836 ;    N   ;        360 ;  39741 ; saida
 4243405 ;   19964 ;    S   ;        400 ;      ? ; entrada
 4243464 ;   19970 ;    S   ;        400 ;      ? ; entrada
 4243477 ;   19964 ;    S   ;        400 ;  11724 ; saida
 4243534 ;   19970 ;    S   ;        400 ;  11343 ; saida
 4243722 ;   19837 ;    N   ;        120 ;      ? ; entrada
 4243747 ;   19837 ;    N   ;        120 ;  45246 ; saida
 4243800 ;   19881 ;    E   ;         40 ;      ? ; entrada
 4243848 ;   19881 ;    E   ;         40 ;  32563 ; saida
 4243857 ;   19975 ;    S   ;        120 ;      ? ; entrada
 4243926 ;   19975 ;    S   ;        120 ;  10992 ; saida
 4243972 ;   19962 ;    O   ;        240 ;      ? ; entrada
 4243998 ;   19962 ;    O   ;        240 ;  12278 ; saida
 4244055 ;   19850 ;    N   ;        200 ;      ? ; entrada
 4244076 ;   19973 ;    O   ;        200 ;      ? ; entrada
 4244099 ;   19973 ;    O   ;        200 ;  11358 ; saida
 4244131 ;   19848 ;    N   ;        400 ;      ? ; entrada
 4244174 ;   19861 ;    N   ;        360 ;      ? ; entrada
 4244210 ;   19870 ;    N   ;        320 ;      ? ; entrada
 4244211 ;   19861 ;    N   ;        360 ;  35302 ; saida
 4244248 ;   19870 ;    N   ;        320 ;  34197 ; saida
 4244372 ;   19848 ;    N   ;        400 ;  38158 ; saida
 4244392 ;   19971 ;    S   ;        160 ;      ? ; entrada
 4244457 ;   19971 ;    S   ;        160 ;  11914 ; saida
 4244468 ;   19871 ;    E   ;        120 ;      ? ; entrada
 4244508 ;   19871 ;    E   ;        120 ;  34146 ; saida
 4244582 ;   19880 ;    E   ;        240 ;      ? ; entrada
 4244604 ;   19880 ;    E   ;        240 ;  33591 ; saida
 4244660 ;   19967 ;    O   ;        120 ;      ? ; entrada
 4244667 ;   19953 ;    N   ;         40 ;      ? ; entrada
 4244699 ;   19967 ;    O   ;        120 ;  12164 ; saida
 4244706 ;   19953 ;    N   ;         40 ;  26808 ; saida
 4244807 ;   19960 ;    N   ;        400 ;      ? ; entrada
 4244827 ;   19958 ;    N   ;        120 ;      ? ; entrada
 4244847 ;   19958 ;    N   ;        120 ;  13289 ; saida
 4245006 ;   19950 ;    N   ;        160 ;      ? ; entrada
 4245050 ;   19950 ;    N   ;        160 ;  27409 ; saida
 4244986 ;   19902 ;    N   ;        240 ;      ? ; entrada
 4245006 ;   19902 ;    N   ;        240 ;  27009 ; saida
 4245055 ;   19949 ;    N   ;        240 ;      ? ; entrada
 4245076 ;   19949 ;    N   ;        240 ;  27564 ; saida
 4245124 ;   19969 ;    S   ;        360 ;      ? ; entrada
 4245158 ;   19969 ;    S   ;        360 ;  12977 ; saida
 4245210 ;   19960 ;    N   ;        400 ;  13586 ; saida
 4245316 ;   19936 ;    N   ;        280 ;      ? ; entrada
 4245336 ;   19936 ;    N   ;        280 ;  28877 ; saida
 4245383 ;   19896 ;    N   ;        280 ;      ? ; entrada
 4245404 ;   19896 ;    N   ;        280 ;  24144 ; saida
 4245453 ;   19956 ;    N   ;        120 ;      ? ; entrada
 4245472 ;   19956 ;    N   ;        120 ;  27432 ; saida
 4245520 ;   19883 ;    E   ;        400 ;      ? ; entrada
 4245537 ;   19903 ;    N   ;        240 ;      ? ; entrada
 4245555 ;   19903 ;    N   ;        240 ;  31824 ; saida
 4245607 ;   19983 ;    N   ;        160 ;      ? ; entrada
 4245628 ;   19983 ;    N   ;        160 ;  12011 ; saida
 4245677 ;   19976 ;    S   ;        240 ;      ? ; entrada
 4245697 ;   19976 ;    S   ;        240 ;  12310 ; saida
 4245748 ;   19993 ;    O   ;         40 ;      ? ; entrada
 4245777 ;   19993 ;    O   ;         40 ;  11176 ; saida
 4245834 ;   20010 ;    O   ;        320 ;      ? ; entrada
 4245856 ;   19922 ;    N   ;        400 ;      ? ; entrada
 4245879 ;   19922 ;    N   ;        400 ;  30675 ; saida
 4245940 ;   19914 ;    N   ;        400 ;      ? ; entrada
 4245961 ;   19914 ;    N   ;        400 ;  28035 ; saida
 4246014 ;   19927 ;    N   ;        160 ;      ? ; entrada
 4246034 ;   19927 ;    N   ;        160 ;  30199 ; saida
 4246091 ;   19918 ;    N   ;        280 ;      ? ; entrada
 4246115 ;   20010 ;    O   ;        320 ;   9540 ; saida
 4246130 ;   19918 ;    N   ;        280 ;  31095 ; saida
 4246202 ;   19886 ;    N   ;         40 ;      ? ; entrada
 4246235 ;   19886 ;    N   ;         40 ;  33790 ; saida
 4246298 ;   19893 ;    E   ;        200 ;      ? ; entrada
 4246319 ;   19904 ;    N   ;        360 ;      ? ; entrada
 4246345 ;   19904 ;    N   ;        360 ;  32677 ; saida
 4246402 ;   19941 ;    N   ;        400 ;      ? ; entrada
 4246424 ;   19941 ;    N   ;        400 ;  29731 ; saida
 4246476 ;   19982 ;    O   ;         80 ;      ? ; entrada
 4246499 ;   19982 ;    O   ;         80 ;  12848 ; saida
 4246546 ;   19984 ;    O   ;        360 ;      ? ; entrada
 4246566 ;   19984 ;    O   ;        360 ;  12887 ; saida
 4246621 ;   19863 ;    N   ;        360 ;      ? ; entrada
 4246640 ;   19863 ;    N   ;        360 ;  37240 ; saida
 4246692 ;   19874 ;    N   ;        160 ;      ? ; entrada
 4246709 ;   19874 ;    N   ;        160 ;  32962 ; saida
 4246761 ;   19868 ;    N   ;        200 ;      ? ; entrada
 4246778 ;   19868 ;    N   ;        200 ;  36729 ; saida
 4246828 ;   19988 ;    O   ;        160 ;      ? ; entrada
 4246847 ;   19988 ;    O   ;        160 ;  11944 ; saida
 4246898 ;   19883 ;    E   ;        400 ;  35805 ; saida
 4245165 ;   19917 ;    N   ;        320 ;      ? ; entrada
 4246945 ;   19850 ;    N   ;        200 ;  40342 ; saida
 4246979 ;   19912 ;    N   ;        320 ;      ? ; entrada
 4246991 ;   19912 ;    N   ;        320 ;  32710 ; saida
 4247268 ;   19891 ;    N   ;        200 ;      ? ; entrada
 4247319 ;   19891 ;    N   ;        200 ;  34741 ; saida
 4248373 ;   19876 ;    E   ;         80 ;      ? ; entrada
 4248400 ;   19876 ;    E   ;         80 ;  35452 ; saida
 4248447 ;   19917 ;    N   ;        320 ;  33538 ; saida
 4248488 ;   19893 ;    E   ;        200 ;  35773 ; saida
 4248520 ;   19907 ;    E   ;         80 ;      ? ; entrada
 4248539 ;   19907 ;    E   ;         80 ;  34394 ; saida
 4254102 ;   19944 ;    N   ;         80 ;      ? ; entrada
 4254160 ;   19944 ;    N   ;         80 ;  36765 ; saida
 4254778 ;   19920 ;    E   ;        400 ;      ? ; entrada
 4254825 ;   19920 ;    E   ;        400 ;  39759 ; saida
 4254904 ;   19916 ;    E   ;        120 ;      ? ; entrada
 4254966 ;   19916 ;    E   ;        120 ;  39956 ; saida
 4255040 ;   19938 ;    E   ;        200 ;      ? ; entrada
 4255039 ;   19911 ;    E   ;         80 ;      ? ; entrada
 4255102 ;   19938 ;    E   ;        200 ;  38397 ; saida
 4255106 ;   19911 ;    E   ;         80 ;  40628 ; saida
 4255249 ;   19946 ;    E   ;        360 ;      ? ; entrada
 4255288 ;   19946 ;    E   ;        360 ;  38067 ; saida
 4255687 ;   19994 ;    E   ;        240 ;      ? ; entrada
 4255754 ;   19994 ;    E   ;        240 ;  21174 ; saida
 4255841 ;   19985 ;    E   ;        320 ;      ? ; entrada
 4255316 ;   19948 ;    E   ;        160 ;      ? ; entrada
 4255906 ;   19985 ;    E   ;        320 ;  22126 ; saida
 4255903 ;   19948 ;    E   ;        160 ;  38359 ; saida
 4255375 ;   19980 ;    E   ;        360 ;      ? ; entrada
 4256032 ;   19980 ;    E   ;        360 ;  22775 ; saida
 4255376 ;   19901 ;    E   ;        240 ;      ? ; entrada
 4256086 ;   19901 ;    E   ;        240 ;  38135 ; saida
 4255437 ;   19957 ;    E   ;        120 ;      ? ; entrada
 4256144 ;   19957 ;    E   ;        120 ;  27824 ; saida
 4256209 ;   19977 ;    E   ;        280 ;      ? ; entrada
 4256295 ;   19977 ;    E   ;        280 ;  22635 ; saida
 4256389 ;   19986 ;    E   ;         40 ;      ? ; entrada
 4256438 ;   20012 ;    E   ;         80 ;      ? ; entrada
 4256490 ;   20012 ;    E   ;         80 ;  19745 ; saida
 4256553 ;   19999 ;    S   ;        160 ;      ? ; entrada
 4256594 ;   19999 ;    S   ;        160 ;  20278 ; saida
 4256639 ;   20017 ;    E   ;        200 ;      ? ; entrada
 4256671 ;   20017 ;    E   ;        200 ;  19754 ; saida
 4256708 ;   19979 ;    N   ;        160 ;      ? ; entrada
 4256739 ;   19979 ;    N   ;        160 ;  22893 ; saida
 4256775 ;   19981 ;    S   ;        120 ;      ? ; entrada
 4256804 ;   19981 ;    S   ;        120 ;  23243 ; saida
 4256840 ;   19974 ;    S   ;        320 ;      ? ; entrada
 4256867 ;   19974 ;    S   ;        320 ;  23312 ; saida
 4256902 ;   19978 ;    S   ;        200 ;      ? ; entrada
 4259223 ;   19978 ;    S   ;        200 ;  25449 ; saida
 4255491 ;   20011 ;    E   ;        320 ;      ? ; entrada
 4259402 ;   20011 ;    E   ;        320 ;  22788 ; saida
 4255513 ;   19966 ;    E   ;        320 ;      ? ; entrada
 4259515 ;   19966 ;    E   ;        320 ;  27212 ; saida
 4255532 ;   19968 ;    E   ;        320 ;      ? ; entrada
 4259606 ;   19968 ;    E   ;        320 ;  27432 ; saida
 4255568 ;   20015 ;    O   ;        240 ;      ? ; entrada
 4259686 ;   20015 ;    O   ;        240 ;  22935 ; saida
 4255566 ;   19965 ;    E   ;         40 ;      ? ; entrada
 4259781 ;   19965 ;    E   ;         40 ;  27619 ; saida
 4255599 ;   19925 ;    E   ;        120 ;      ? ; entrada
 4259839 ;   20143 ;    E   ;        360 ;      ? ; entrada
 4259903 ;   19925 ;    E   ;        120 ;  44147 ; saida
 4259914 ;   20143 ;    E   ;        360 ;   9763 ; saida
 4255614 ;   19894 ;    E   ;        280 ;      ? ; entrada
 4260049 ;   19894 ;    E   ;        280 ;  45281 ; saida
 4255628 ;   19900 ;    E   ;        160 ;      ? ; entrada
 4260152 ;   19900 ;    E   ;        160 ;  41939 ; saida
 4255642 ;   19963 ;    E   ;        280 ;      ? ; entrada
 4256923 ;   19989 ;    E   ;        160 ;      ? ; entrada
 4260268 ;   19963 ;    E   ;        280 ;  28505 ; saida
 4260291 ;   19989 ;    E   ;        160 ;  25325 ; saida
 4255463 ;   19951 ;    E   ;        400 ;      ? ; entrada
 4256972 ;   20003 ;    O   ;        200 ;      ? ; entrada
 4260358 ;   19951 ;    E   ;        400 ;  42908 ; saida
 4260382 ;   20003 ;    O   ;        200 ;  23520 ; saida
 4256996 ;   20061 ;    O   ;         40 ;      ? ; entrada
 4256951 ;   20021 ;    O   ;        320 ;      ? ; entrada
 4260476 ;   20061 ;    O   ;         40 ;  20383 ; saida
 4260501 ;   20021 ;    O   ;        320 ;  23424 ; saida
 4257027 ;   20018 ;    E   ;        320 ;      ? ; entrada
 4260626 ;   20018 ;    E   ;        320 ;  23603 ; saida
 4257052 ;   20062 ;    O   ;        320 ;      ? ; entrada
 4260734 ;   20062 ;    O   ;        320 ;  20881 ; saida
 4257090 ;   19986 ;    E   ;         40 ;  23004 ; saida
 4257126 ;   20023 ;    O   ;        240 ;      ? ; entrada
 4260889 ;   20023 ;    O   ;        240 ;  23575 ; saida
 4260918 ;   20045 ;    N   ;         80 ;      ? ; entrada
 4260958 ;   20026 ;    N   ;        120 ;      ? ; entrada
 4260989 ;   20045 ;    N   ;         80 ;  22021 ; saida
 4261037 ;   20026 ;    N   ;        120 ;  23374 ; saida
 4257140 ;   20004 ;    N   ;        200 ;      ? ; entrada
 4257110 ;   19997 ;    N   ;        120 ;      ? ; entrada
 4261152 ;   19997 ;    N   ;        120 ;  26214 ; saida
 4261162 ;   20004 ;    N   ;        200 ;  24871 ; saida
 4257176 ;   19987 ;    N   ;        200 ;      ? ; entrada
 4261286 ;   19987 ;    N   ;        200 ;  26452 ; saida
 4257229 ;   20044 ;    O   ;         40 ;      ? ; entrada
 4261337 ;   20044 ;    O   ;         40 ;  22400 ; saida
 4257248 ;   20059 ;    E   ;        240 ;      ? ; entrada
 4261370 ;   20059 ;    E   ;        240 ;  21596 ; saida
 4257216 ;   20070 ;    O   ;        160 ;      ? ; entrada
 4257266 ;   20073 ;    O   ;         80 ;      ? ; entrada
 4261425 ;   20070 ;    O   ;        160 ;  20752 ; saida
 4261434 ;   20073 ;    O   ;         80 ;  20427 ; saida
 4257198 ;   20002 ;    S   ;        200 ;      ? ; entrada
 4257293 ;   20075 ;    O   ;         40 ;      ? ; entrada
 4261498 ;   20002 ;    S   ;        200 ;  24955 ; saida
 4261504 ;   20075 ;    O   ;         40 ;  20280 ; saida
 4257281 ;   20080 ;    O   ;        400 ;      ? ; entrada
 4257368 ;   20028 ;    E   ;        240 ;      ? ; entrada
 4261559 ;   20080 ;    O   ;        400 ;  20312 ; saida
 4257339 ;   20071 ;    E   ;        400 ;      ? ; entrada
 4261568 ;   20028 ;    E   ;        240 ;  23936 ; saida
 4261600 ;   20071 ;    E   ;        400 ;  21116 ; saida
 4257406 ;   20000 ;    N   ;        360 ;      ? ; entrada
 4257421 ;   20032 ;    E   ;        120 ;      ? ; entrada
 4261647 ;   20000 ;    N   ;        360 ;  25404 ; saida
 4261668 ;   20032 ;    E   ;        120 ;  23654 ; saida
 4257354 ;   20005 ;    N   ;        280 ;      ? ; entrada
 4257436 ;   20099 ;    E   ;        120 ;      ? ; entrada
 4261747 ;   20005 ;    N   ;        280 ;  25457 ; saida
 4261755 ;   20099 ;    E   ;        120 ;  18147 ; saida
 4257450 ;   20046 ;    E   ;         40 ;      ? ; entrada
 4257464 ;   20001 ;    S   ;        360 ;      ? ; entrada
 4261826 ;   20001 ;    S   ;        360 ;  25503 ; saida
 4257506 ;   20051 ;    E   ;         40 ;      ? ; entrada
 4261924 ;   20046 ;    E   ;         40 ;  22856 ; saida
 4261932 ;   20051 ;    E   ;         40 ;  22581 ; saida
 4257524 ;   20085 ;    E   ;        280 ;      ? ; entrada
 4257324 ;   20060 ;    E   ;         80 ;      ? ; entrada
 4261981 ;   20085 ;    E   ;        280 ;  20230 ; saida
 4258446 ;   20142 ;    E   ;        360 ;      ? ; entrada
 4262040 ;   20060 ;    E   ;         80 ;  22037 ; saida
 4258465 ;   20135 ;    E   ;        240 ;      ? ; entrada
 4262065 ;   20142 ;    E   ;        360 ;  12049 ; saida
 4258489 ;   20107 ;    E   ;        200 ;      ? ; entrada
 4262132 ;   20135 ;    E   ;        240 ;  12572 ; saida
 4257389 ;   20029 ;    E   ;        360 ;      ? ; entrada
 4262147 ;   20107 ;    E   ;        200 ;  15121 ; saida
 4258519 ;   20108 ;    E   ;        200 ;      ? ; entrada
 4262220 ;   20029 ;    E   ;        360 ;  24526 ; saida
 4262234 ;   20108 ;    E   ;        200 ;  15109 ; saida
 4258536 ;   20086 ;    E   ;         80 ;      ? ; entrada
 4258554 ;   20138 ;    E   ;         80 ;      ? ; entrada
 4262308 ;   20086 ;    E   ;         80 ;  20301 ; saida
 4262316 ;   20138 ;    E   ;         80 ;  11946 ; saida
 4258566 ;   20008 ;    S   ;         80 ;      ? ; entrada
 4258593 ;   20106 ;    E   ;        280 ;      ? ; entrada
 4262399 ;   20008 ;    S   ;         80 ;  25701 ; saida
 4262406 ;   20106 ;    E   ;        280 ;  13214 ; saida
 4258500 ;   20072 ;    E   ;         80 ;      ? ; entrada
 4258609 ;   20144 ;    E   ;        120 ;      ? ; entrada
 4258648 ;   20054 ;    E   ;        200 ;      ? ; entrada
 4262485 ;   20072 ;    E   ;         80 ;  21554 ; saida
 4262493 ;   20144 ;    E   ;        120 ;  12007 ; saida
 4258628 ;   19972 ;    S   ;         40 ;      ? ; entrada
 4262527 ;   20054 ;    E   ;        200 ;  23108 ; saida
 4262540 ;   19972 ;    S   ;         40 ;  28750 ; saida
 4258674 ;   20055 ;    E   ;        240 ;      ? ; entrada
 4262648 ;   20055 ;    E   ;        240 ;  23164 ; saida
 4258743 ;   20056 ;    E   ;         40 ;      ? ; entrada
 4262823 ;   20056 ;    E   ;         40 ;  23082 ; saida
 4258777 ;   20094 ;    E   ;        120 ;      ? ; entrada
 4262958 ;   20094 ;    E   ;        120 ;  20349 ; saida
 4258811 ;   20095 ;    E   ;         80 ;      ? ; entrada
 4263105 ;   20095 ;    E   ;         80 ;  20353 ; saida
 4258847 ;   20097 ;    E   ;        320 ;      ? ; entrada
 4263229 ;   20097 ;    E   ;        320 ;  20504 ; saida
 4258883 ;   20076 ;    E   ;        240 ;      ? ; entrada
 4263375 ;   20076 ;    E   ;        240 ;  22275 ; saida
 4258916 ;   20109 ;    E   ;        400 ;      ? ; entrada
 4263523 ;   20109 ;    E   ;        400 ;  16512 ; saida
 4258948 ;   20113 ;    E   ;        360 ;      ? ; entrada
 4263644 ;   20113 ;    E   ;        360 ;  16242 ; saida
 4258981 ;   20117 ;    E   ;        240 ;      ? ; entrada
 4263782 ;   20117 ;    E   ;        240 ;  15913 ; saida
 4259015 ;   20120 ;    E   ;         80 ;      ? ; entrada
 4263900 ;   20120 ;    E   ;         80 ;  15654 ; saida
 4259049 ;   20124 ;    E   ;        320 ;      ? ; entrada
 4264009 ;   20124 ;    E   ;        320 ;  15513 ; saida
 4259085 ;   20127 ;    E   ;        120 ;      ? ; entrada
 4264075 ;   20127 ;    E   ;        120 ;  15161 ; saida
 4259131 ;   20131 ;    E   ;        240 ;      ? ; entrada
 4264117 ;   20131 ;    E   ;        240 ;  14967 ; saida
 4257308 ;   20019 ;    E   ;        280 ;      ? ; entrada
 4258578 ;   20009 ;    S   ;        240 ;      ? ; entrada
 4264181 ;   20019 ;    E   ;        280 ;  27051 ; saida
 4264192 ;   20009 ;    S   ;        240 ;  27596 ; saida
 4258708 ;   20069 ;    O   ;        200 ;      ? ; entrada
 4264295 ;   20069 ;    O   ;        200 ;  23744 ; saida
 4257164 ;   20031 ;    O   ;        280 ;      ? ; entrada
 4264368 ;   20031 ;    O   ;        280 ;  26545 ; saida
 4265050 ;   20016 ;    N   ;        280 ;      ? ; entrada
 4265184 ;   20050 ;    N   ;        280 ;      ? ; entrada
 4265240 ;   20050 ;    N   ;        280 ;  26178 ; saida
 4265441 ;   20016 ;    N   ;        280 ;  28700 ; saida
 4266313 ;   20020 ;    N   ;        160 ;      ? ; entrada
 4266487 ;   20020 ;    N   ;        160 ;  29371 ; saida
 4266575 ;   20022 ;    N   ;        280 ;      ? ; entrada
 4266627 ;   20025 ;    N   ;         40 ;      ? ; entrada
 4266733 ;   20025 ;    N   ;         40 ;  29120 ; saida
 4266767 ;   20030 ;    N   ;        400 ;      ? ; entrada
 4267421 ;   20030 ;    N   ;        400 ;  29814 ; saida
 4267437 ;   20022 ;    N   ;        280 ;  30249 ; saida
 4267672 ;   20039 ;    N   ;         40 ;      ? ; entrada
 4267730 ;   20039 ;    N   ;         40 ;  29148 ; saida
 4268024 ;   20089 ;    O   ;         40 ;      ? ; entrada
 4268069 ;   20089 ;    O   ;         40 ;  25756 ; saida
 4268196 ;   20006 ;    N   ;        320 ;      ? ; entrada
 4268242 ;   20006 ;    N   ;        320 ;  31932 ; saida
 4257487 ;   20040 ;    O   ;        280 ;      ? ; entrada
 4268363 ;   20040 ;    O   ;        280 ;  29950 ; saida
 4268458 ;   20007 ;    N   ;        200 ;      ? ; entrada
 4268497 ;   20007 ;    N   ;        200 ;  31998 ; saida
 4268582 ;   20047 ;    N   ;        200 ;      ? ; entrada
 4268628 ;   20047 ;    N   ;        200 ;  29664 ; saida
 4268836 ;   20170 ;    O   ;        240 ;      ? ; entrada
 4268865 ;   20170 ;    O   ;        240 ;  16709 ; saida
 4268914 ;   20147 ;    O   ;        280 ;      ? ; entrada
 4268936 ;   20145 ;    E   ;        280 ;      ? ; entrada
 4268968 ;   20145 ;    E   ;        280 ;  18546 ; saida
 4269021 ;   20035 ;    N   ;        160 ;      ? ; entrada
 4269058 ;   20035 ;    N   ;        160 ;  30876 ; saida
 4269099 ;   20103 ;    O   ;        160 ;      ? ; entrada
